OTU_ID,Kingdom,Phylum,Class,Order,Family,Genus,Species,High_level_taxonomy,HL_hit_percent_id,HL_hit_query_cover,Notes
OOTU_1,Viridiplantae,Anthophyta,Eudicotyledonae,Malvales,Malvaceae,Gossypium,Gossypium thurberi ,,0,0,
OOTU_2,Stramenopila,Oomycota,Oomycetes,Pythiales,Pythiaceae,Globisporangium,Globisporangium ultimum sp. complex,,0,0,Matches ultimum
OOTU_3,Stramenopila,Oomycota,Oomycetes,Pythiales,Pythiaceae,Pythium,unidentified,,0,0,
OOTU_4,Stramenopila,Oomycota,Oomycetes,Pythiales,Pythiaceae,Globisporangium,Globisporangium attrantheridium,"Stramenopila-OEO_O292,p__Oomycota,c__Oomycetes",100,100,Globisporangium attrantheridium
OOTU_5,Viridiplantae,Anthophyta,Eudicotyledonae,Malvales,Malvaceae,Gossypium,unidentified,,0,0,
OOTU_6,Stramenopila,Oomycota,Oomycetes,Pythiales,Pythiaceae,Globisporangium,Globisporangium terrestre/sylvaticum,"Stramenopila-OEO_O308,p__Oomycota,c__Oomycetes,o__Pythiales,f__Pythiaceae,g__Globisporangium,s__Globisporangium_sylvaticum",100,100,
OOTU_7,Stramenopila,Oomycota,Oomycetes,Pythiales,Pythiaceae,unidentified,unidentified,,0,0,
OOTU_8,Viridiplantae,Anthophyta,Eudicotyledonae,Malvales,Malvaceae,Gossypium,Gossypium triphyllum ,,0,0,
OOTU_9,Stramenopila,Oomycota,Oomycetes,Pythiales,Pythiaceae,Phytopythium,Phytopythium vexans ,"Stramenopila-OEO_O244,p__Oomycota,c__Oomycetes,o__Pythiales,f__Pythiaceae",96.484,100,
OOTU_10,Viridiplantae,Anthophyta,Eudicotyledonae,Malvales,Malvaceae,Gossypium,unidentified,,0,0,
OOTU_11,Stramenopila,Oomycota,Oomycetes,Pythiales,Pythiaceae,Pythium,unidentified,,0,0,some basal pythium
OOTU_12,Stramenopila,Oomycota,Oomycetes,Pythiales,Pythiaceae,Globisporangium,Globisporangium irregulare ,"Stramenopila-OEO_O212,p__Oomycota,c__Oomycetes,o__Pythiales,f__Pythiaceae,g__Globisporangium,s__Globisporangium_irregulare",100,100,
OOTU_13,Stramenopila,Oomycota,Oomycetes,Pythiales,Pythiaceae,Globisporangium,Globisporangium irregulare ,"Stramenopila-OEO_O133,p__Oomycota,c__Oomycetes,o__Pythiales,f__Pythiaceae,g__Globisporangium,s__Globisporangium_irregulare",100,100,
OOTU_14,Stramenopila,Oomycota,Oomycetes,Pythiales,Pythiaceae,Globisporangium,Globisporangium schmitthenneri ,"Stramenopila-OEO_O36,p__Oomycota,c__Oomycetes,o__Pythiales,f__Pythiaceae",86.22,100,
OOTU_15,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_16,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,"Stramenopila-OEO_O292,p__Oomycota,c__Oomycetes",96,100,
OOTU_17,Stramenopila,Oomycota,Oomycetes,Pythiales,Pythiaceae,unidentified,unidentified,"Stramenopila-OEO_O36,p__Oomycota,c__Oomycetes,o__Pythiales,f__Pythiaceae",100,100,
OOTU_18,Stramenopila,Oomycota,Oomycetes,Pythiales,Pythiaceae,Phytopythium,unidentified,,0,0,
OOTU_19,Stramenopila,Oomycota,Oomycetes,Pythiales,Pythiaceae,Globisporangium,Globisporangium spinosum,"Stramenopila-OEO_O214,p__Oomycota,c__Oomycetes,o__Pythiales,f__Pythiaceae,g__Globisporangium",99.6,100,
OOTU_20,Viridiplantae,Chlorophyta,Chlorophyceae,Volvocales,Chlamydomonadaceae,Chlamydomonas,unidentified,,0,0,
OOTU_21,Stramenopila,Oomycota,Oomycetes,Pythiales,Pythiaceae,Globisporangium,Globisporangium rostratifingens ,"Stramenopila-OEO_O249,p__Oomycota,c__Oomycetes,o__Pythiales,f__Pythiaceae,g__Globisporangium,s__Globisporangium_rostratifingens",100,100,
OOTU_22,Stramenopila,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,unidentified,unidentified,,0,0,
OOTU_23,Stramenopila,Oomycota,Oomycetes,Pythiales,Pythiaceae,Globisporangium,Globisporangium selbyi ,"Stramenopila-OEO_O36,p__Oomycota,c__Oomycetes,o__Pythiales,f__Pythiaceae",96.4,100,
OOTU_24,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_25,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_26,Stramenopila,Oomycota,Oomycetes,Pythiales,Pythiaceae,unidentified,unidentified,"Stramenopila-OEO_O314,p__Oomycota,c__Oomycetes,o__Pythiales,f__Pythiaceae,g__Pythium",90.875,100,
OOTU_27,Stramenopila,Oomycota,Oomycetes,Pythiales,Pythiaceae,Pythium,unidentified,,0,0,
OOTU_28,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_29,Stramenopila,Oomycota,Oomycetes,Pythiales,Pythiaceae,Globisporangium,unidentified,"Stramenopila-OEO_O308,p__Oomycota,c__Oomycetes,o__Pythiales,f__Pythiaceae,g__Globisporangium,s__Globisporangium_sylvaticum",94.4,100,
OOTU_30,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_31,Stramenopila,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Hyaloperonospora,Hyaloperonospora parasitica ,,0,0,
OOTU_32,Stramenopila,Oomycota,Oomycetes,Pythiales,Pythiaceae,Globisporangium,Globisporangium heterothallicum ,"Stramenopila-OEO_O316,p__Oomycota,c__Oomycetes,o__Pythiales,f__Pythiaceae,g__Globisporangium,s__Globisporangium_heterothallicum",100,97,
OOTU_33,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Agrocybe,Agrocybe pediades ,,0,0,
OOTU_34,Viridiplantae,Chlorophyta,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_35,Stramenopila,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Peronospora,Peronospora flava ,"Stramenopila-OEO_O116,p__Oomycota,c__Oomycetes,o__Peronosporales,f__Peronosporaceae,g__Phytophthora,s__Phytophthora_aleatoria",81.25,100,
OOTU_36,Stramenopila,Oomycota,Oomycetes,Pythiales,Pythiaceae,Lagenidium,unidentified,,0,0,
OOTU_37,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_38,Stramenopila,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora aleatoria ,"Stramenopila-OEO_O116,p__Oomycota,c__Oomycetes,o__Peronosporales,f__Peronosporaceae,g__Phytophthora,s__Phytophthora_aleatoria",100,100,
OOTU_39,Stramenopila,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora nicotianae ,"Stramenopila-OEO_O99,p__Oomycota,c__Oomycetes,o__Peronosporales,f__Peronosporaceae,g__Phytophthora,s__Phytophthora_nicotianae",100,100,
OOTU_40,Stramenopila,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Peronospora,Peronospora manshurica ,"Stramenopila-OEO_O116,p__Oomycota,c__Oomycetes,o__Peronosporales,f__Peronosporaceae,g__Phytophthora,s__Phytophthora_aleatoria",88.492,100,
OOTU_41,Stramenopila,Oomycota,Oomycetes,Pythiales,Pythiaceae,Globisporangium,unidentified,"Stramenopila-OEO_O184,p__Oomycota,c__Oomycetes,o__Pythiales,f__Pythiaceae,g__Globisporangium,s__Globisporangium_irregulare",95.652,100,
OOTU_42,Metazoa,Nematoda,Chromadorea,Rhabditida,Rhabditidae,unidentified,unidentified,,0,0,
OOTU_43,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_44,Viridiplantae,Anthophyta,Eudicotyledonae,Malvales,Malvaceae,Gossypium,unidentified,,0,0,
OOTU_45,Stramenopila,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Peronospora,unidentified,"Stramenopila-OEO_O116,p__Oomycota,c__Oomycetes,o__Peronosporales,f__Peronosporaceae,g__Phytophthora,s__Phytophthora_aleatoria",82.422,99,
OOTU_46,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_47,Stramenopila,Oomycota,Oomycetes,Myzocytiopsidales,Myzocytiopsidaceae,Myzocytiopsis,Myzocytiopsis glutinospora ,,0,0,
OOTU_48,Stramenopila,Oomycota,Oomycetes,Pythiales,Pythiaceae,Lagenidium,unidentified,,0,0,
OOTU_49,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_50,Stramenopila,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_51,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_52,Stramenopila,Oomycota,Oomycetes,Pythiales,Pythiaceae,unidentified,unidentified,,0,0,
OOTU_53,Viridiplantae,Chlorophyta,Chlorophyceae,Volvocales,Chlamydomonadaceae,Vitreochlamys,unidentified,,0,0,
OOTU_54,Stramenopila,Oomycota,Oomycetes,Pythiales,Pythiaceae,Pythium,unidentified,"Stramenopila-OEO_O104,p__Oomycota,c__Oomycetes,o__Pythiales,f__Pythiaceae,g__Pythium",100,97,
OOTU_55,Stramenopila,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Peronospora,Peronospora lamii ,"Stramenopila-OEO_O116,p__Oomycota,c__Oomycetes,o__Peronosporales,f__Peronosporaceae,g__Phytophthora,s__Phytophthora_aleatoria",83.465,100,
OOTU_56,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_57,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_58,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Rhizoctonia,Rhizoctonia solani ,"Fungi-ZANF60,p__Basidiomycota,c__Agaricomycetes,o__Cantharellales,f__Ceratobasidiaceae,g__Rhizoctonia,s__Rhizoctonia_solani",86.873,100,
OOTU_59,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_60,Stramenopila,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora asiatica ,,0,0,
OOTU_61,Stramenopila,Oomycota,Oomycetes,Pythiales,Pythiaceae,Phytopythium,unidentified,"Stramenopila-OEO_O244,p__Oomycota,c__Oomycetes,o__Pythiales,f__Pythiaceae",100,100,
OOTU_62,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_63,Stramenopila,Oomycota,Oomycetes,Pythiales,Pythiaceae,unidentified,unidentified,"Stramenopila-OEO_O36,p__Oomycota,c__Oomycetes,o__Pythiales,f__Pythiaceae",85.039,100,
OOTU_64,Stramenopila,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Peronospora,unidentified,"Stramenopila-OEO_O116,p__Oomycota,c__Oomycetes,o__Peronosporales,f__Peronosporaceae,g__Phytophthora,s__Phytophthora_aleatoria",88.583,100,
OOTU_65,Stramenopila,Oomycota,Oomycetes,Pythiales,Pythiaceae,Globisporangium,Globisporangium violae ,,0,0,
OOTU_66,Stramenopila,Oomycota,Oomycetes,Pythiales,Pythiaceae,Globisporangium,Globisporangium baisense ,"Stramenopila-OEO_O319,p__Oomycota,c__Oomycetes,o__Pythiales,f__Pythiaceae,g__Globisporangium,s__Globisporangium_nodosum",98.406,100,
OOTU_67,Viridiplantae,Anthophyta,Eudicotyledonae,Malvales,Malvaceae,Gossypium,unidentified,,0,0,
OOTU_68,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_69,Stramenopila,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora crassamura ,"Stramenopila-OEO_O116,p__Oomycota,c__Oomycetes,o__Peronosporales,f__Peronosporaceae,g__Phytophthora,s__Phytophthora_aleatoria",84.921,100,
OOTU_70,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_71,Stramenopila,Oomycota,Oomycetes,Pythiales,Pythiaceae,Pythium,unidentified,,0,0,
OOTU_72,Viridiplantae,Chlorophyta,Chlorophyceae,Volvocales,Chlamydomonadaceae,Vitreochlamys,unidentified,,0,0,
OOTU_73,Viridiplantae,Anthophyta,Eudicotyledonae,Malvales,Malvaceae,Gossypium,unidentified,,0,0,
OOTU_74,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_75,Viridiplantae,Anthophyta,Eudicotyledonae,Malvales,Malvaceae,Gossypium,Gossypium arboreum ,,0,0,
OOTU_76,Viridiplantae,Anthophyta,Eudicotyledonae,Malvales,Malvaceae,Gossypium,Gossypium mustelinum ,,0,0,
OOTU_77,Viridiplantae,Anthophyta,Eudicotyledonae,Malvales,Malvaceae,Gossypium,unidentified,,0,0,
OOTU_78,Viridiplantae,Anthophyta,Eudicotyledonae,Malvales,Malvaceae,Gossypium,Gossypium arboreum ,,0,0,
OOTU_79,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_80,Stramenopila,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora boehmeriae ,,0,0,
OOTU_81,Stramenopila,Oomycota,Oomycetes,Pythiales,Pythiaceae,unidentified,unidentified,"Stramenopila-OEO_O36,p__Oomycota,c__Oomycetes,o__Pythiales,f__Pythiaceae",83.858,100,
OOTU_82,Stramenopila,Oomycota,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_83,Viridiplantae,Anthophyta,Eudicotyledonae,Malvales,Malvaceae,Gossypium,Gossypium arboreum ,,0,0,
OOTU_84,Alveolata,Dinophyta,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,unidentified,,0,0,
OOTU_85,Stramenopila,Oomycota,Oomycetes,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_86,Metazoa,Nematoda,Chromadorea,Rhabditida,Anguinidae,Ditylenchus,unidentified,,0,0,
OOTU_87,Stramenopila,Oomycota,Oomycetes,Pythiales,Pythiaceae,unidentified,unidentified,"Stramenopila-OEO_O310,p__Oomycota,c__Oomycetes,o__Pythiales,f__Pythiaceae,g__Globisporangium,s__Globisporangium_perplexum",99.2,100,
OOTU_88,Viridiplantae,Anthophyta,Eudicotyledonae,Malvales,Malvaceae,Gossypium,unidentified,,0,0,
OOTU_89,Viridiplantae,Anthophyta,Eudicotyledonae,Malvales,Malvaceae,Gossypium,unidentified,,0,0,
OOTU_90,Viridiplantae,Anthophyta,Eudicotyledonae,Malvales,Malvaceae,Gossypium,Gossypium arboreum ,,0,0,
OOTU_91,Stramenopila,Oomycota,Oomycetes,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_92,Stramenopila,Oomycota,Oomycetes,Myzocytiopsidales,Myzocytiopsidaceae,Myzocytiopsis,unidentified,,0,0,
OOTU_93,Viridiplantae,Anthophyta,Eudicotyledonae,Malvales,Malvaceae,Gossypium,unidentified,,0,0,
OOTU_94,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_95,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Rhizoctonia,Rhizoctonia solani ,"Fungi-ZANF60,p__Basidiomycota,c__Agaricomycetes,o__Cantharellales,f__Ceratobasidiaceae,g__Rhizoctonia,s__Rhizoctonia_solani",97.61,100,
OOTU_96,Viridiplantae,Anthophyta,Eudicotyledonae,Malvales,Malvaceae,Gossypium,unidentified,,0,0,
OOTU_97,Viridiplantae,Anthophyta,Eudicotyledonae,Malvales,Malvaceae,Gossypium,Gossypium mustelinum ,,0,0,
OOTU_98,Viridiplantae,Anthophyta,Eudicotyledonae,Malvales,Malvaceae,Gossypium,unidentified,,0,0,
OOTU_99,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_100,Viridiplantae,Anthophyta,Eudicotyledonae,Malvales,Malvaceae,Gossypium,unidentified,,0,0,
OOTU_101,Viridiplantae,Anthophyta,Eudicotyledonae,Malvales,Malvaceae,Gossypium,unidentified,,0,0,
OOTU_102,Viridiplantae,Anthophyta,Eudicotyledonae,Malvales,Malvaceae,Gossypium,Gossypium arboreum ,,0,0,
OOTU_103,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_104,Viridiplantae,Anthophyta,Eudicotyledonae,Malvales,Malvaceae,Gossypium,Gossypium arboreum ,,0,0,
OOTU_105,Viridiplantae,Anthophyta,Eudicotyledonae,Malvales,Malvaceae,Gossypium,Gossypium mustelinum ,,0,0,
OOTU_106,Viridiplantae,Anthophyta,Eudicotyledonae,Malvales,Malvaceae,Gossypium,unidentified,,0,0,
OOTU_107,Viridiplantae,Anthophyta,Eudicotyledonae,Malvales,Malvaceae,Gossypium,Gossypium arboreum ,,0,0,
OOTU_108,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_109,Viridiplantae,Anthophyta,Eudicotyledonae,Malvales,Malvaceae,Gossypium,unidentified,,0,0,
OOTU_110,Viridiplantae,Anthophyta,Eudicotyledonae,Malvales,Malvaceae,Gossypium,unidentified,,0,0,
OOTU_111,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_112,Viridiplantae,Anthophyta,Eudicotyledonae,Malvales,Malvaceae,Gossypium,Gossypium mustelinum ,,0,0,
OOTU_113,Viridiplantae,Anthophyta,Eudicotyledonae,Malvales,Malvaceae,Gossypium,unidentified,,0,0,
OOTU_114,Stramenopila,Oomycota,Oomycetes,Pythiales,Pythiaceae,Phytopythium,unidentified,,0,0,
OOTU_115,Viridiplantae,Anthophyta,Eudicotyledonae,Malvales,Malvaceae,Gossypium,Gossypium mustelinum ,,0,0,
OOTU_116,Viridiplantae,Anthophyta,Eudicotyledonae,Malvales,Malvaceae,Gossypium,unidentified,,0,0,
OOTU_117,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_118,Viridiplantae,Anthophyta,Eudicotyledonae,Malvales,Malvaceae,Gossypium,Gossypium arboreum ,,0,0,
OOTU_119,Viridiplantae,Anthophyta,Eudicotyledonae,Malvales,Malvaceae,Gossypium,Gossypium mustelinum ,,0,0,
OOTU_120,Metazoa,Nematoda,Chromadorea,Rhabditida,Anguinidae,Ditylenchus,unidentified,,0,0,
OOTU_121,Viridiplantae,Anthophyta,Eudicotyledonae,Malvales,Malvaceae,Gossypium,Gossypium arboreum ,,0,0,
OOTU_122,Viridiplantae,Anthophyta,Eudicotyledonae,Malvales,Malvaceae,Gossypium,Gossypium mustelinum ,,0,0,
OOTU_123,Viridiplantae,Anthophyta,Eudicotyledonae,Malvales,Malvaceae,Gossypium,unidentified,,0,0,
OOTU_124,Viridiplantae,Anthophyta,Eudicotyledonae,Malvales,Malvaceae,Gossypium,unidentified,,0,0,
OOTU_125,Viridiplantae,Anthophyta,Eudicotyledonae,Malvales,Malvaceae,Gossypium,Gossypium arboreum ,,0,0,
OOTU_126,Viridiplantae,Anthophyta,Eudicotyledonae,Malvales,Malvaceae,Gossypium,unidentified,,0,0,
OOTU_127,Viridiplantae,Anthophyta,Eudicotyledonae,Malvales,Malvaceae,Gossypium,Gossypium mustelinum ,,0,0,
OOTU_128,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_129,Stramenopila,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Plasmopara,Plasmopara halstedii ,"Stramenopila-OEO_O116,p__Oomycota,c__Oomycetes,o__Peronosporales,f__Peronosporaceae,g__Phytophthora,s__Phytophthora_aleatoria",84.585,100,
OOTU_130,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Nidulariaceae,Cyathus,Cyathus stercoreus ,,0,0,
OOTU_131,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_132,Viridiplantae,Anthophyta,Eudicotyledonae,Malvales,Malvaceae,Gossypium,Gossypium arboreum ,,0,0,
OOTU_133,Viridiplantae,Anthophyta,Eudicotyledonae,Malvales,Malvaceae,Gossypium,unidentified,,0,0,
OOTU_134,Viridiplantae,Anthophyta,Eudicotyledonae,Malvales,Malvaceae,Gossypium,Gossypium arboreum ,,0,0,
OOTU_135,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_136,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_137,Viridiplantae,Anthophyta,Eudicotyledonae,Malvales,Malvaceae,Gossypium,Gossypium thurberi ,,0,0,
OOTU_138,Viridiplantae,Anthophyta,Eudicotyledonae,Malvales,Malvaceae,Gossypium,Gossypium mustelinum ,,0,0,
OOTU_139,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_140,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_141,Viridiplantae,Anthophyta,Eudicotyledonae,Malvales,Malvaceae,Gossypium,Gossypium mustelinum ,,0,0,
OOTU_142,Viridiplantae,Anthophyta,Eudicotyledonae,Malvales,Malvaceae,Gossypium,Gossypium mustelinum ,,0,0,
OOTU_143,Viridiplantae,Anthophyta,Eudicotyledonae,Malvales,Malvaceae,Gossypium,unidentified,,0,0,
OOTU_144,Stramenopila,Oomycota,Oomycetes,Pythiales,Pythiaceae,unidentified,unidentified,,0,0,
OOTU_145,Stramenopila,Oomycota,Oomycetes,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_146,Viridiplantae,Anthophyta,Eudicotyledonae,Malvales,Malvaceae,Gossypium,Gossypium thurberi ,,0,0,
OOTU_147,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_148,Viridiplantae,Anthophyta,Eudicotyledonae,Malvales,Malvaceae,Gossypium,Gossypium thurberi ,,0,0,
OOTU_149,Viridiplantae,Chlorophyta,Chlorophyceae,Volvocales,Chlamydomonadaceae,Vitreochlamys,unidentified,,0,0,
OOTU_150,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_151,Viridiplantae,Anthophyta,Eudicotyledonae,Malvales,Malvaceae,Gossypium,unidentified,,0,0,
OOTU_152,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_153,Viridiplantae,Anthophyta,Eudicotyledonae,Malvales,Malvaceae,Gossypium,unidentified,,0,0,
OOTU_154,Viridiplantae,Anthophyta,Eudicotyledonae,Malvales,Malvaceae,Gossypium,Gossypium thurberi ,,0,0,
OOTU_155,Viridiplantae,Anthophyta,Eudicotyledonae,Malvales,Malvaceae,Gossypium,unidentified,,0,0,
OOTU_156,Viridiplantae,Anthophyta,Eudicotyledonae,Malvales,Malvaceae,Gossypium,unidentified,,0,0,
OOTU_157,Viridiplantae,Chlorophyta,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_158,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_159,Stramenopila,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Plasmopara,unidentified,"Stramenopila-OEO_O116,p__Oomycota,c__Oomycetes,o__Peronosporales,f__Peronosporaceae,g__Phytophthora,s__Phytophthora_aleatoria",81.008,99,
OOTU_160,Stramenopila,Oomycota,Oomycetes,Pythiales,Pythiaceae,unidentified,unidentified,,0,0,
OOTU_161,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_162,Stramenopila,Oomycota,Oomycetes,Pythiales,Pythiaceae,Pythium,unidentified,,0,0,
OOTU_163,Stramenopila,Oomycota,Oomycetes,Pythiales,Pythiaceae,Pythium,unidentified,,0,0,
OOTU_164,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_165,Viridiplantae,Anthophyta,Eudicotyledonae,Malvales,Malvaceae,Gossypium,Gossypium thurberi ,,0,0,
OOTU_166,Stramenopila,Oomycota,Oomycetes,Pythiales,Pythiaceae,Lagenidium,unidentified,,0,0,
OOTU_167,Viridiplantae,Anthophyta,Eudicotyledonae,Malvales,Malvaceae,Gossypium,Gossypium thurberi ,,0,0,
OOTU_168,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_169,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_170,Viridiplantae,Anthophyta,Eudicotyledonae,Malvales,Malvaceae,Gossypium,Gossypium thurberi ,,0,0,
OOTU_171,Stramenopila,Oomycota,Oomycetes,Myzocytiopsidales,Myzocytiopsidaceae,Myzocytiopsis,unidentified,,0,0,
OOTU_172,Fungi,Basidiomycota,Agaricomycetes,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_173,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Meruliaceae,Hydnophlebia,Hydnophlebia omnivora ,,0,0,
OOTU_174,Viridiplantae,Anthophyta,Eudicotyledonae,Malvales,Malvaceae,Gossypium,Gossypium thurberi ,,0,0,
OOTU_175,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_176,Stramenopila,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,unidentified,,0,0,
OOTU_177,Stramenopila,Oomycota,Oomycetes,Pythiales,Pythiaceae,Pythium,unidentified,,0,0,
OOTU_178,Metazoa,Nematoda,Chromadorea,Rhabditida,Anguinidae,Ditylenchus,unidentified,,0,0,
OOTU_179,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_180,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_181,Viridiplantae,Anthophyta,Eudicotyledonae,Malvales,Malvaceae,Gossypium,Gossypium thurberi ,,0,0,
OOTU_182,Stramenopila,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,Peronospora,Peronospora conferta ,"Stramenopila-OEO_O116,p__Oomycota,c__Oomycetes,o__Peronosporales,f__Peronosporaceae,g__Phytophthora,s__Phytophthora_aleatoria",82.812,100,
OOTU_183,Stramenopila,Oomycota,Oomycetes,Pythiales,Pythiaceae,Pythium,unidentified,"Stramenopila-OEO_O36,p__Oomycota,c__Oomycetes,o__Pythiales,f__Pythiaceae",85.827,100,
OOTU_184,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_185,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,unidentified,unidentified,"Fungi-ZANF59,p__Basidiomycota,c__Agaricomycetes,o__Cantharellales,f__Ceratobasidiaceae",99.2,100,
OOTU_186,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_187,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_188,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_189,Viridiplantae,Anthophyta,Eudicotyledonae,Malvales,Malvaceae,Gossypium,Gossypium arboreum ,,0,0,
OOTU_190,Stramenopila,Oomycota,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_191,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
OOTU_192,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Psathyrella,Psathyrella luteopallida ,,0,0,
OOTU_193,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,0,0,
